Statistical profiling result from isolate-0x102800000-v8.log, (6258 ticks, 93 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     10    0.2%    0.2%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseLeftHandSideExpression(v8::internal::ExpressionClassifier*, bool*)
     10    0.2%    0.2%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseArrayLiteral(v8::internal::ExpressionClassifier*, bool*)
     10    0.2%    0.2%  v8::internal::Map::RawCopy(v8::internal::Handle<v8::internal::Map>, int)
     10    0.2%    0.2%  v8::internal::Map::CopyForPreventExtensions(v8::internal::Handle<v8::internal::Map>, PropertyAttributes, v8::internal::Handle<v8::internal::Symbol>, char const*)
     10    0.2%    0.2%  v8::internal::LookupIterator::GetFieldIndex() const
     10    0.2%    0.2%  v8::internal::LParallelMove::IsRedundant() const
     10    0.2%    0.2%  v8::internal::Heap::AllocatePartialMap(v8::internal::InstanceType, int)
     10    0.2%    0.2%  v8::internal::HInstruction::InsertBefore(v8::internal::HInstruction*)
     10    0.2%    0.2%  v8::internal::Factory::NewFunctionPrototype(v8::internal::Handle<v8::internal::JSFunction>)
     10    0.2%    0.2%  v8::internal::CodeStub::FindCodeInCache(v8::internal::Code**)
     10    0.2%    0.2%  v8::internal::Builtins::~Builtins()
      9    0.1%    0.2%  v8::internal::VariableProxy::~VariableProxy()
      9    0.1%    0.2%  v8::internal::SmallPointerList<v8::internal::Map*>::Reserve(int, v8::internal::Zone*)
      9    0.1%    0.2%  v8::internal::Scanner::ScanDecimalDigits()
      9    0.1%    0.2%  v8::internal::HStoreNamedField* v8::internal::HGraphBuilder::Add<v8::internal::HStoreNamedField, v8::internal::HInstruction*, v8::internal::HObjectAccess, v8::internal::HValue*>(v8::internal::HInstruction*, v8::internal::HObjectAccess, v8::internal::HValue*)
      9    0.1%    0.2%  node::StartProfilerIdleNotifier(v8::FunctionCallbackInfo<v8::Value> const&)
      9    0.1%    0.2%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)0, (v8::internal::LoggingAndProfiling)0>::PromoteObject<(v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)0, (v8::internal::LoggingAndProfiling)0>::ObjectContents)0, (v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
      9    0.1%    0.2%  ___inc_remove_counter
      8    0.1%    0.1%  v8::internal::TranslatedState::Init(unsigned char*, v8::internal::JSFunction*, v8::internal::TranslationIterator*, v8::internal::FixedArray*, v8::internal::RegisterValues*, __sFILE*)
      8    0.1%    0.1%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseMemberWithNewPrefixesExpression(v8::internal::ExpressionClassifier*, bool*)
      8    0.1%    0.1%  v8::internal::OptimizedFrame::StackSlotAt(int) const
      8    0.1%    0.1%  v8::internal::Operand::Operand(v8::internal::Register, int)
      8    0.1%    0.1%  v8::internal::LInstructionGap::Mnemonic() const
      8    0.1%    0.1%  v8::internal::JSObject::GetEnumPropertyKeys(v8::internal::Handle<v8::internal::JSObject>, bool)
      8    0.1%    0.1%  v8::internal::InternalizedStringKey::IsMatch(v8::internal::Object*)
      8    0.1%    0.1%  v8::internal::CodeCache::Update(v8::internal::Handle<v8::internal::CodeCache>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Code>)
      8    0.1%    0.1%  v8::internal::Assembler::emit_operand(int, v8::internal::Operand const&)
      8    0.1%    0.1%  _vm_region_recurse_64
      8    0.1%    0.1%  _OSSpinLockUnlock
      7    0.1%    0.1%  v8::internal::TypeImpl<v8::internal::ZoneTypeConfig>::IsInhabited()
      7    0.1%    0.1%  v8::internal::Translation::StoreDoubleStackSlot(int)
      7    0.1%    0.1%  v8::internal::Translation::BeginJSFrame(v8::internal::BailoutId, int, unsigned int)
      7    0.1%    0.1%  v8::internal::String::IsOneByteEqualTo(v8::internal::Vector<unsigned char const>)
      7    0.1%    0.1%  v8::internal::ScopeInfo::StackSlotIndex(v8::internal::String*)
      7    0.1%    0.1%  v8::internal::MarkCompactCollector::EvacuateNewSpaceAndCandidates()
      7    0.1%    0.1%  v8::internal::LCodeGen::GenerateOsrPrologue()
      7    0.1%    0.1%  v8::internal::LCodeGen::DoInstructionGap(v8::internal::LInstructionGap*)
      7    0.1%    0.1%  v8::internal::JSObject::WriteToField(int, v8::internal::Object*)
      7    0.1%    0.1%  v8::internal::Heap::DoScavenge(v8::internal::ObjectVisitor*, unsigned char*)
      7    0.1%    0.1%  v8::internal::HBasicBlock::AddInstruction(v8::internal::HInstruction*, v8::internal::SourcePosition)
      7    0.1%    0.1%  v8::internal::BitVector::Iterator::Advance()
      7    0.1%    0.1%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::LoggingAndProfiling)0>::SemiSpaceCopyObject<(v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
      7    0.1%    0.1%  _vfwscanf
      7    0.1%    0.1%  _vfprintf_l
      6    0.1%    0.1%  v8::internal::Variable::Variable(v8::internal::Scope*, v8::internal::AstRawString const*, v8::internal::VariableMode, v8::internal::Variable::Kind, v8::internal::InitializationFlag, v8::internal::MaybeAssignedFlag)
      6    0.1%    0.1%  v8::internal::Translation::StoreDoubleRegister(v8::internal::XMMRegister)
      6    0.1%    0.1%  v8::internal::TransitionArray::Allocate(v8::internal::Isolate*, int, int)
      6    0.1%    0.1%  v8::internal::StringComparator::State::Init(v8::internal::String*)
      6    0.1%    0.1%  v8::internal::String::ComputeArrayIndex(unsigned int*)
      6    0.1%    0.1%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseIdentifierOrStrictReservedWord(bool*, bool*)
      6    0.1%    0.1%  v8::internal::Object::SetDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>)
      6    0.1%    0.1%  v8::internal::LoadICNexus::StateFromFeedback() const
      6    0.1%    0.1%  v8::internal::LoadIC::CompileHandler(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::CacheHolderFlag)
      6    0.1%    0.1%  v8::internal::LInstructionGap::CompileToNative(v8::internal::LCodeGen*)
      6    0.1%    0.1%  v8::internal::LCodeGen::PopulateDeoptimizationLiteralsWithInlinedFunctions()
      6    0.1%    0.1%  v8::internal::Isolate::SetCaptureStackTraceForUncaughtExceptions(bool, int, v8::StackTrace::StackTraceOptions)
      6    0.1%    0.1%  v8::internal::HOptimizedGraphBuilder::TryInlineApiCall(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::HValue*, v8::internal::SmallMapList*, int, v8::internal::BailoutId, v8::internal::HOptimizedGraphBuilder::ApiCallType)
      6    0.1%    0.1%  v8::internal::HOptimizedGraphBuilder::TryInline(v8::internal::Handle<v8::internal::JSFunction>, int, v8::internal::HValue*, v8::internal::BailoutId, v8::internal::BailoutId, v8::internal::InliningKind)
      6    0.1%    0.1%  v8::internal::HOptimizedGraphBuilder::BuildContextChainWalk(v8::internal::Variable*)
      6    0.1%    0.1%  v8::internal::HBasicBlock::RegisterPredecessor(v8::internal::HBasicBlock*)
      6    0.1%    0.1%  v8::internal::FlexibleBodyVisitor<v8::internal::NewSpaceScavenger, v8::internal::FixedArray::BodyDescriptor, int>::Visit(v8::internal::Map*, v8::internal::HeapObject*)
      6    0.1%    0.1%  v8::internal::DescriptorArray::SetEnumCache(v8::internal::FixedArray*, v8::internal::FixedArray*, v8::internal::Object*)
      6    0.1%    0.1%  v8::internal::Deoptimizer::DeoptimizeFunction(v8::internal::JSFunction*)
      6    0.1%    0.1%  v8::internal::CodeCacheHashTable::Put(v8::internal::Handle<v8::internal::CodeCacheHashTable>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Code>)
      6    0.1%    0.1%  v8::internal::Code::Relocate(long)
      6    0.1%    0.1%  v8::internal::Assembler::bind_to(v8::internal::Label*, int)
      6    0.1%    0.1%  v8::internal::Accessors::ArrayLengthSetter(v8::Local<v8::Name>, v8::Local<v8::Value>, v8::PropertyCallbackInfo<void> const&)
      6    0.1%    0.1%  _link_ntoa
      5    0.1%    0.1%  void v8::internal::FlexibleBodyVisitor<v8::internal::IncrementalMarkingMarkingVisitor, v8::internal::JSObject::BodyDescriptor, void>::VisitSpecialized<64>(v8::internal::Map*, v8::internal::HeapObject*)
      5    0.1%    0.1%  v8::internal::TwoByteStringKey::~TwoByteStringKey()
      5    0.1%    0.1%  v8::internal::TemplateHashMapImpl<v8::internal::ZoneAllocationPolicy>::LookupOrInsert(void*, unsigned int, v8::internal::ZoneAllocationPolicy)
      5    0.1%    0.1%  v8::internal::String::ComputeAndSetHash()
      5    0.1%    0.1%  v8::internal::Runtime_StoreCallbackProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.1%    0.1%  v8::internal::Runtime_NewRestParamSlow(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.1%    0.1%  v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.1%    0.1%  v8::internal::Object::BooleanValue()
      5    0.1%    0.1%  v8::internal::Map::CopyWithField(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::TypeImpl<v8::internal::HeapTypeConfig> >, PropertyAttributes, v8::internal::Representation, v8::internal::TransitionFlag)
      5    0.1%    0.1%  v8::internal::LookupIterator::WriteDataValue(v8::internal::Handle<v8::internal::Object>)
      5    0.1%    0.1%  v8::internal::LGap::IsRedundant() const
      5    0.1%    0.1%  v8::internal::Isolate::use_crankshaft() const
      5    0.1%    0.1%  v8::internal::IfStatement::node_type() const
      5    0.1%    0.1%  v8::internal::Handle<v8::internal::JSFunction> v8::internal::Factory::New<v8::internal::JSFunction>(v8::internal::Handle<v8::internal::Map>, v8::internal::AllocationSpace)
      5    0.1%    0.1%  v8::internal::HOptimizedGraphBuilder::VisitArithmeticExpression(v8::internal::BinaryOperation*)
      5    0.1%    0.1%  v8::internal::HOptimizedGraphBuilder::PropertyAccessInfo::LoadFieldMaps(v8::internal::Handle<v8::internal::Map>)
      5    0.1%    0.1%  v8::internal::HOptimizedGraphBuilder::HandlePolymorphicNamedFieldAccess(v8::internal::PropertyAccessType, v8::internal::Expression*, v8::internal::VectorSlot<1>, v8::internal::BailoutId, v8::internal::BailoutId, v8::internal::HValue*, v8::internal::HValue*, v8::internal::SmallMapList*, v8::internal::Handle<v8::internal::String>)
      5    0.1%    0.1%  v8::internal::HEnvironment::AddIncomingEdge(v8::internal::HBasicBlock*, v8::internal::HEnvironment*)
      5    0.1%    0.1%  v8::internal::FuncNameInferrer::PushVariableName(v8::internal::AstRawString const*)
      5    0.1%    0.1%  v8::internal::FrameDescription::GetExpressionCount()
      5    0.1%    0.1%  v8::internal::FlexibleBodyVisitor<v8::internal::NewSpaceScavenger, v8::internal::JSObject::BodyDescriptor, int>::Visit(v8::internal::Map*, v8::internal::HeapObject*)
      5    0.1%    0.1%  v8::internal::CompilationInfo::closure() const
      4    0.1%    0.1%  void v8::internal::RelocInfo::Visit<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::Heap*)
      4    0.1%    0.1%  v8::internal::VariableProxy::Accept(v8::internal::AstVisitor*)
      4    0.1%    0.1%  v8::internal::TypeImpl<v8::internal::ZoneTypeConfig>::Union(v8::internal::TypeImpl<v8::internal::ZoneTypeConfig>*, v8::internal::TypeImpl<v8::internal::ZoneTypeConfig>*, v8::internal::Zone*)
      4    0.1%    0.1%  v8::internal::TypeImpl<v8::internal::ZoneTypeConfig>::Limits::Limits(v8::internal::TypeImpl<v8::internal::ZoneTypeConfig>::RangeType*)
      4    0.1%    0.1%  v8::internal::TypeImpl<v8::internal::ZoneTypeConfig>::BitsetType::Lub(v8::internal::TypeImpl<v8::internal::ZoneTypeConfig>*)
      4    0.1%    0.1%  v8::internal::TypeFeedbackVector::FromVectorICKind(v8::internal::TypeFeedbackVector::VectorICKind)
      4    0.1%    0.1%  v8::internal::TranslatedState::CreateNextTranslatedValue(int, int, v8::internal::TranslationIterator*, v8::internal::FixedArray*, unsigned char*, v8::internal::RegisterValues*, __sFILE*)
      4    0.1%    0.1%  v8::internal::TransitionArray::Insert(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Map>, v8::internal::SimpleTransitionFlag)
      4    0.1%    0.1%  v8::internal::Scanner::ScanRegExpFlags()
      4    0.1%    0.1%  v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.1%    0.1%  v8::internal::Runtime_LoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.1%    0.1%  v8::internal::PositionsRecorder::RecordPosition(int)
      4    0.1%    0.1%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseYieldExpression(v8::internal::ExpressionClassifier*, bool*)
      4    0.1%    0.1%  v8::internal::ParserBase<v8::internal::ParserTraits>::ParseAndClassifyIdentifier(v8::internal::ExpressionClassifier*, bool*)
      4    0.1%    0.1%  v8::internal::Parser::ParseVariableDeclarations(v8::internal::ParserBase<v8::internal::ParserTraits>::VariableDeclarationContext, v8::internal::Parser::DeclarationParsingResult*, bool*)
      4    0.1%    0.1%  v8::internal::Parser::ParseFunctionLiteral(v8::internal::AstRawString const*, v8::internal::Scanner::Location, v8::internal::FunctionNameValidity, v8::internal::FunctionKind, int, v8::internal::FunctionLiteral::FunctionType, v8::internal::FunctionLiteral::ArityRestriction, v8::internal::LanguageMode, bool*)
      4    0.1%    0.1%  v8::internal::LoadIC::UpdateCaches(v8::internal::LookupIterator*)
      4    0.1%    0.1%  v8::internal::Literal::Accept(v8::internal::AstVisitor*)
      4    0.1%    0.1%  v8::internal::LCodeGen::RegisterEnvironmentForDeoptimization(v8::internal::LEnvironment*, v8::internal::Safepoint::DeoptMode)
      4    0.1%    0.1%  v8::internal::JavaScriptFrameIterator::Advance()
      4    0.1%    0.1%  v8::internal::JSTypedArray::element_size()
      4    0.1%    0.1%  v8::internal::JSObject::AddSlowProperty(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, PropertyAttributes)
      4    0.1%    0.1%  v8::internal::InnerPointerToCodeCache::GetCacheEntry(unsigned char*)
      4    0.1%    0.1%  v8::internal::Heap::VisitExternalResources(v8::ExternalResourceVisitor*)
      4    0.1%    0.1%  v8::internal::HOptimizedGraphBuilder::PushLoad(v8::internal::Property*, v8::internal::HValue*, v8::internal::HValue*)
      4    0.1%    0.1%  v8::internal::HGraphBuilder::BuildGetElementsKind(v8::internal::HValue*)
      4    0.1%    0.1%  v8::internal::FastCloneShallowArrayStub::InitializeDescriptor(v8::internal::CodeStubDescriptor*)
      4    0.1%    0.1%  v8::internal::Factory::NewFixedArray(int, v8::internal::PretenureFlag)
      4    0.1%    0.1%  v8::internal::Factory::InternalizeString(v8::internal::Handle<v8::internal::String>)
      4    0.1%    0.1%  v8::internal::DependentCode::Compact()
      4    0.1%    0.1%  v8::internal::Deoptimizer::DoComputeCompiledStubFrame(v8::internal::TranslationIterator*, int)
      4    0.1%    0.1%  v8::internal::Deoptimizer::DeoptimizeMarkedCodeForContext(v8::internal::Context*)
      4    0.1%    0.1%  v8::internal::ContextSlotCache::Lookup(v8::internal::Object*, v8::internal::String*, v8::internal::VariableMode*, v8::internal::VariableLocation*, v8::internal::InitializationFlag*, v8::internal::MaybeAssignedFlag*)
      4    0.1%    0.1%  v8::internal::Builtins::FrameDropper_LiveEdit()
      4    0.1%    0.1%  v8::internal::BufferedUtf16CharacterStream::SlowPushBack(unsigned short)
      4    0.1%    0.1%  v8::internal::AstTyper::VisitYield(v8::internal::Yield*)
      4    0.1%    0.1%  v8::internal::Assembler::movp(v8::internal::Register, void*, v8::internal::RelocInfo::Mode)
      4    0.1%    0.1%  v8::internal::Accessors::IsJSObjectFieldAccessor(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, int*)
      4    0.1%    0.1%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)0, (v8::internal::LoggingAndProfiling)0>::SemiSpaceCopyObject<(v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
      3    0.0%    0.1%  void v8::internal::FlexibleBodyVisitor<v8::internal::IncrementalMarkingMarkingVisitor, v8::internal::JSObject::BodyDescriptor, void>::VisitSpecialized<32>(v8::internal::Map*, v8::internal::HeapObject*)
      3    0.0%    0.1%  v8::internal::ValueContext::ReturnInstruction(v8::internal::HInstruction*, v8::internal::BailoutId)
      3    0.0%    0.1%  v8::internal::UniqueSet<v8::internal::Map>::Add(v8::internal::Unique<v8::internal::Map>, v8::internal::Zone*)
      3    0.0%    0.1%  v8::internal::StaticVisitorBase::GetVisitorId(v8::internal::Map*)
      3    0.0%    0.1%  v8::internal::StackFrame::GetCallerState(v8::internal::StackFrame::State*) const
      3    0.0%    0.1%  v8::internal::SharedFunctionInfo::GetSourceCode()
      3    0.0%    0.1%  v8::internal::Script::GetLineNumber(v8::internal::Handle<v8::internal::Script>, int)
      3    0.0%    0.1%  v8::internal::Scope::MustAllocateInContext(v8::internal::Variable*)
      3    0.0%    0.1%  v8::internal::Scope::LookupRecursive(v8::internal::VariableProxy*, v8::internal::Scope::BindingKind*, v8::internal::AstNodeFactory*)
      3    0.0%    0.1%  v8::internal::Scope::Initialize()
      3    0.0%    0.1%  v8::internal::Scope::DeserializeScopeChain(v8::internal::Isolate*, v8::internal::Zone*, v8::internal::Context*, v8::internal::Scope*)
      3    0.0%    0.1%  v8::internal::Scanner::ScanString()
      3    0.0%    0.1%  v8::internal::Runtime_NumberToStringSkipCache(int, v8::internal::Object**, v8::internal::Isolate*)
